Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes
Blood.,254,4,9,Jocelyn Scott,232639,2854061
Road white.,77,1,10,Tracy Brown,283677,4331532
Technology.,5,2,1,Natalie Ferrell MD,387302,3111418
Individual road.,459,4,9,Michael Johnson,338878,5537116
Fall once.,108,4,1,Brittany Thomas,233697,1700902
Certainly water.,686,3,4,Taylor Ross,97230,4744771
Official whether.,284,4,1,John Peterson,260064,1927625
War upon.,361,2,3,Margaret Rodriguez,320692,6174440
Authority still.,929,2,1,Austin Glenn,231342,4632396
Town clearly.,691,3,8,Anita Zimmerman,107632,5674157
Despite.,51,2,10,Richard Edwards,222389,2614691
Cost.,87,5,6,Sarah Kidd,348099,2959274
Minute.,616,2,2,Kelly Jones,380808,5795016
Deep debate.,607,1,5,William Taylor,103889,2813768
Run research.,37,4,4,Sherry Torres,361925,6904336
Current mean.,773,1,8,James Kennedy,67032,6904039
Range choose.,787,2,9,Robert Rice,82199,2651992
Hand key.,481,2,5,Matthew Mahoney,223983,4036569
Wear travel.,986,5,2,Vanessa Mcmahon,158309,3564120
Close.,347,4,4,Michael Brennan,187847,3730178
Rule other.,531,2,9,Annette Rubio,278384,1403805
Approach feel.,369,4,1,Alexander Mcdowell,167755,2583780
It.,182,5,8,Chloe Park,300832,1983709
With main.,702,2,9,Ryan Medina,120100,4781675
Necessary size.,326,3,6,Tiffany Wolfe,325080,2688899
Support.,313,4,9,Colleen Smith,282044,6660667
How social.,32,5,7,Christina Mason,122676,5328961
Subject wife.,946,2,3,Cheryl Gallegos,203771,2125415
True middle.,674,5,1,Kenneth Williams,363875,6218013
Serve.,889,5,6,Aaron Jones,351026,1648447
Pick forward.,572,1,8,Kaitlyn Adams,95955,6012345
Any piece.,605,2,7,Craig Mosley,249663,6403987
Least number.,41,3,1,Judy Nguyen,304471,5360091
Away cell.,767,3,5,Sarah Fletcher,371380,6601503
Surface bag.,558,3,10,Ronald Vargas,85231,1487557
Want develop.,627,3,7,Audrey Barajas,270843,3739031
Away.,440,2,7,Kimberly Ritter,111858,6975190
Serious.,746,5,9,Amber Kennedy,394657,4906041
Perhaps.,462,2,10,Natalie Harris,398817,2953300
Behavior.,179,2,4,Amanda Walker,95321,5297684
Would.,222,4,3,Jennifer Young,178622,4310395
Total.,644,5,2,William Long,349608,3224961
Money.,415,4,2,Christine Wang,137352,5859724
Analysis political.,753,2,5,Nancy Mcmahon,91014,3800533
Must spring.,558,4,9,James Johnson,95318,2023286
Meet yourself.,972,3,7,Robert Jordan,279514,2771518
Structure product.,686,4,6,Sarah Duke,392149,3121202
Record finish.,210,5,6,Anthony Smith,179605,3619447
Thought.,982,5,2,Gregory Glover,294579,3803213
Worry wide.,358,4,4,Jamie Kelly,265533,6026832
Position.,465,2,3,Samuel Martin,202507,2628827
Commercial firm.,395,1,9,Brooke Lee,106189,6027913
Prevent.,287,1,5,Bruce Jackson,321342,6270509
Enough cell.,686,5,4,Elizabeth Howard,157071,1295646
Line.,682,5,6,Bonnie Sanford,79779,3148978
Who.,801,5,5,Karen Howard,239378,3790946
Find agent.,390,5,4,Nancy Arnold,108025,5046835
Physical.,770,1,1,Mrs. Lisa Williams,250892,4007701
It.,279,2,4,Jeffrey Harris,158034,2658191
Party choice.,177,3,3,Mrs. Jennifer Kennedy,82614,3018676
Popular agent.,357,1,10,Natalie Williams,398940,3492104
Put.,217,5,4,Tony Cobb,169678,4130514
Stand.,485,2,7,Michael Nelson,247725,5005892
Decade long.,577,2,1,Karen Fox,215260,1438442
Imagine.,779,4,4,Rhonda Brown,188662,3215087
Pull inside.,646,5,4,Roy Kelley,119060,4834057
Only box.,606,3,2,Mike Davies,361741,5968840
Fall mouth.,308,1,3,Ann Simpson,214721,5518868
Without bad.,22,4,5,Leroy Larsen,156661,2293874
Indeed.,879,4,8,Emma Carter,344462,4886652
Attack.,599,3,6,Joshua Jackson,258944,4025918
Success.,850,1,8,Jasmine Gill,243134,6312020
Claim PM.,877,3,9,Lori Mcpherson,61041,1001535
Need.,710,5,5,Sara Webster,371062,5554271
Use nearly.,279,5,2,Kathryn Campbell,75552,2933199
Cost.,366,3,3,Danielle Lyons,360737,3588881
At.,656,1,3,Rose Evans,345492,2690334
Suffer.,108,2,7,Angelica Hall,190859,4837345
Stuff truth.,801,4,9,David Esparza,119921,1184242
Care.,253,5,7,Brian Gentry,172726,6536142
Something indeed.,261,5,2,Kurt Thomas,253249,6902777
Foot shake.,127,4,4,Karen Rodriguez,228609,1453685
Society group.,688,1,2,Bradley Lewis,397622,4652126
Head.,385,4,5,Thomas Schultz,167151,5031658
Able some.,807,2,7,Sheila Velasquez MD,318358,6196183
Sea.,604,3,7,Kyle White,160006,2571950
Often history.,205,3,6,Angel Gray,310304,3655726
Rather return.,95,1,8,Christian Cooke,206076,3301923
Other.,347,2,4,Elizabeth Thomas,188518,5443724
Break.,131,3,6,Jessica Pope,78218,1498237
Business.,857,4,2,Angela Adams,199004,1458494
Under seek.,952,4,7,Walter Maynard,139334,2155684
Address.,818,5,4,Luke Smith,323873,4378902
Audience.,2,2,9,Christina Knox,365420,4350023
Buy body.,212,4,1,Alejandro Shelton,354163,3632119
Would join.,584,3,6,Laura Mitchell,265048,1055639
See hot.,860,4,7,Eric Lopez,162531,1319340
Lose.,131,2,1,Randy Lee,269169,3459887
Anyone never.,145,4,8,Paul Robinson,201552,6442032
Reason.,94,5,4,John Burton,130299,5183851
It.,627,5,2,David Gibson,368928,3159969
Public.,512,4,2,Zachary Lynch,397287,1492901
Campaign.,594,3,1,Ashley Nolan,187571,3409543
Mrs almost.,857,1,10,Wanda Coleman,205422,2173355
Player certainly.,693,2,9,Nathan Thompson,365290,6471094
Base.,885,2,1,Brian Trevino,378989,1812030
Seven.,584,5,1,Jennifer Stephens,248139,3257956
Wish.,477,4,3,David Harris,385188,1335950
Consumer sense.,596,1,6,Evelyn Gonzales,191196,6999232
Young Democrat.,32,2,9,Robert Ramirez,127537,6054595
Same.,270,4,9,Erica Bush,261943,4799001
Run.,258,3,10,Sara Glover,192382,2021724
Sign.,810,2,10,Linda Lee,146236,5946213
Pay I.,954,3,6,Curtis Buck,389103,4348739
Standard boy.,525,1,6,Samuel Archer,274360,6797732
Gun.,979,4,5,Richard Torres,90725,2024960
Middle.,567,3,8,Mrs. Angela Ayala,342505,5942267
Part usually.,284,5,7,David Hoover,383832,4816703
Local.,930,5,10,Michael Mathis,215204,5458185
Might reason.,556,2,3,Joshua Davis,273871,2127267
Feel instead.,695,5,2,Donna Turner,128363,6962321
Only.,420,5,7,Heather Johnson,369499,5952330
Direction teacher.,561,1,5,Eugene Turner,240353,1034364
Wonder which.,1000,1,2,Christine Brown,238462,4281637
Office customer.,420,2,3,Tracy Moore,93868,5357047
Thus push.,578,1,3,Brenda Robinson,208008,5305059
Small against.,671,5,3,Katrina Morgan,62627,1082000
Activity.,110,3,8,Curtis Rivera,244933,4341675
Somebody.,414,1,9,Russell Tate,259588,1310867
Feeling.,266,1,2,Barbara Shaffer,248419,3496775
Would off.,764,1,7,Chad Barr,182727,4099007
Nearly.,798,4,9,Stephanie Boyle,228850,1612095
Production.,567,4,8,Nathan Dennis,310903,6364923
Participant fact.,850,4,5,Kyle Scott,236463,2582031
Performance respond.,609,2,3,Kimberly Evans,236861,4507673
Week future.,16,3,1,Roger Barton,173085,1832950
How deep.,630,1,5,Sean Green DDS,151442,5816286
Organization.,181,2,10,Randall Ramirez,69128,2347543
Suffer.,343,3,5,Jennifer Robinson,396149,1563984
Order.,774,3,3,Ms. Sheri Chang,111467,2143126
Clearly agreement.,317,2,5,Alicia Ray,159029,2244642
Military letter.,11,5,2,Dr. Tracy Fox,346157,2535357
Large.,744,2,9,Diane Wood,287383,6712602
Interesting upon.,469,1,3,Ashley King,316221,5989583
Deal left.,980,3,10,Tammy Weiss,354491,4119636
Seem.,145,4,10,Samantha Wolfe,99162,3265918
Increase very.,191,1,4,Sarah Kerr,111859,3836519
More thank.,904,4,8,Samantha Nelson,278494,3607683
Wear cause.,744,5,10,David Ward,395599,6877450
Than skin.,518,4,8,Carolyn Zimmerman,394324,6505309
Sing.,603,1,7,Michael Stevens,92633,5835198
Air medical.,903,4,8,Ashley Bray,202539,1471101
Land.,554,2,3,John Snyder,90004,1229828
Speak.,168,4,3,Joshua Edwards,338916,5318092
Black.,279,1,3,Darrell Jensen,256333,5404827
Gun.,378,1,2,Jessica Ramirez,196033,5015626
Amount them.,399,2,6,Katie Martinez,240821,6223330
Successful.,715,2,5,Michelle Sexton,372567,5677677
Describe image.,795,3,4,Mark Adkins,288146,6486974
Push.,310,3,5,Jason Walker,98948,4810677
Yet.,827,4,1,Hannah Bennett,251192,6389091
Clear fund.,36,4,2,Becky Espinoza,368058,4782212
Year.,275,2,1,Melissa Garcia,84657,4074845
How.,375,3,4,Darrell Gomez,320919,4283719
Factor.,825,4,3,Brian Hopkins,356930,5444427
Political.,371,2,4,Johnathan Young,312363,2744219
Feeling garden.,363,2,9,Roger Anderson,123958,3603986
If.,590,2,8,Sara Riddle,373629,5069471
Bar.,819,3,7,David Coffey,337891,6122034
Necessary member.,212,3,4,Glenda Lee,130638,1199905
A.,286,3,7,Alexa Reynolds,232333,4940050
So scene.,765,4,3,Wanda Hines,260239,6457664
Church possible.,824,1,4,Sonya Oneal,170046,6605612
Over.,353,4,10,Deborah Walker,399967,3272472
Paper require.,48,1,1,Laura Gonzalez,262619,4463958
Soon.,600,2,5,Amanda Perez,380038,2587702
Opportunity present.,955,3,1,Lawrence Garcia,298038,6851617
Write season.,297,1,7,Jon Webster,107654,4338789
But break.,954,5,8,Justin Hernandez,244587,6102450
Understand.,655,3,9,Rebekah House,313844,4118089
Majority personal.,112,1,9,Janet Fox,198939,1500223
Both later.,25,5,8,Charles Anderson,162788,3042051
Former.,487,3,9,Hayley Morgan,138074,5200889
Whatever agent.,692,5,2,Mary Miller,163259,1551358
Tax military.,969,2,10,Angel Jacobs,234081,6419941
Defense result.,196,1,4,Monica Hicks,159689,4264865
Detail.,442,3,1,Tammy Houston,396189,5043959
Prepare significant.,617,1,7,Vincent Walls,114252,2577792
Fire believe.,206,2,6,Jennifer Johnson,198653,3220567
Head officer.,211,3,5,Erin Hernandez,307616,6835406
Impact provide.,887,3,2,Zachary Villarreal,114736,4485541
Notice.,665,2,5,Morgan Haynes,203222,4139204
Much reality.,940,3,3,Matthew Bryan,111352,3268202
Cultural play.,250,2,2,Maria Kelley,315984,5080490
Sense.,70,1,9,Daniel Juarez,61697,4977626
Else natural.,161,2,2,Christina Martinez,61993,6781246
Human.,457,2,7,Thomas Myers,300159,1007568
Congress.,320,1,3,Sharon Smith,233066,6386716
Page either.,73,1,3,Nina Lowery,131833,2060989
Foot save.,625,3,6,Courtney Jacobs,245377,6581792
This magazine.,362,3,6,William Lewis,329323,2173092
Doctor.,429,4,10,Elizabeth Bridges,173719,5783148
Answer.,117,4,5,Kenneth Richards,80344,3515950
Pm director.,7,5,1,Dennis Harris,340650,2412324
Economy.,798,3,7,Shannon Marshall,238288,1770574
Everyone.,786,3,9,James Gray,386267,3040818
Lawyer very.,611,3,1,Sonya Lynch,297672,6246203
Thank.,55,4,2,Justin Thompson,322695,4022524
Throughout.,610,3,6,Sean Wallace,160178,1398721
House network.,335,4,10,Leslie Mitchell,165936,1928901
Appear.,393,2,4,Michele Mcknight,171148,2350403
Great.,526,1,3,Christian Lambert,285240,5140333
Treat.,291,1,6,Justin Rogers,96143,5069315
Him wonder.,850,2,9,Diane Warner,267825,2809476
Something thousand.,393,1,1,Morgan Johnson,196356,3888343
Today continue.,952,2,4,Cody Tanner,156121,4634940
Level.,853,3,10,Carol Robinson,95459,2369760
Physical.,404,4,3,Darlene Gomez,103359,5362773
Mouth.,906,2,6,Christian Hays,308681,5896437
Hotel.,356,4,6,Brett Flowers,152276,6322167
Argue.,305,1,3,Jon Smith,341936,1897218
Buy.,895,4,2,Brian Hernandez,184719,3576472
Break.,313,5,7,Carmen Jefferson,86106,1057841
Let experience.,247,5,3,George Johnson,300220,6930128
House hard.,605,2,10,Brendan Long,330025,3732236
Yard.,301,3,7,Nicole Coleman,274337,1998665
Themselves recognize.,218,4,2,Eric Barton,85042,5965348
Test.,124,4,4,Mrs. Tamara Mathis,339799,2748749
Seven.,3,3,7,Samantha Zamora,338059,6645227
Entire.,975,2,3,James Davenport,358777,6894983
Congress music.,282,3,10,Michael Hodge,325783,5127172
Choose soon.,72,1,9,Carl Lawson,388823,1087641
Cover.,376,1,4,Nicholas Morris,67807,6599078
American imagine.,48,3,4,Tyler Pearson,288147,6474020
Owner.,220,3,3,Linda Sosa,161728,3316396
Ahead along.,277,3,5,Jennifer Nolan,399914,5396374
After.,452,2,5,Kelly Jones,187115,6326099
Current.,360,2,5,Roger Burton,234645,3362067
Sell near.,453,1,9,Janice Garcia,124299,3204082
Game.,654,1,8,Angela Adams,60589,2314910
Create.,188,1,9,Samantha Wright,190923,3560076
General.,583,3,4,Sandra Snyder,111894,3669296
Tell mind.,230,2,4,Shelby Castillo,385286,2895680
Game.,241,5,4,Heather Sims,342076,5557336
Still.,17,5,3,Brianna Weber,342934,6177238
Single.,915,4,3,Emily Farrell,272353,5867972
Like.,301,4,8,Melissa French,281934,3364690
Difference.,764,1,6,Jennifer Carter,105828,4834809
This able.,940,2,9,Michael Aguilar,194028,5632344
Guess beyond.,35,2,5,Victor Proctor,174182,2091746
Support soldier.,674,4,5,Dawn Ramos,247165,2182451
Mission.,851,1,6,Taylor Leon,350840,4092787
Feeling and.,335,5,3,Maria Ellis,363046,1807449
Customer so.,19,5,10,Sarah Alexander,275090,2067400
Light.,238,4,9,Mason Ho,246120,2423850
System onto.,960,2,7,Joshua Ewing,313053,2271632
Experience.,565,5,7,Jacob Matthews,388564,6901265
Life.,542,4,8,David Shea,283408,4230246
Will.,778,5,1,Cassandra Kelley,226072,5038059
Former we.,745,2,8,David Phillips,88345,5771119
Language whom.,110,2,2,Jennifer Owens,326302,1635304
Environment kid.,233,3,8,Mark Green,275695,3729757
Physical western.,663,3,1,Lindsay James,125051,2556597
Avoid.,816,1,10,Christine Snow,282171,3546770
Win election.,206,1,5,Christopher Allen,266806,3485235
Response.,654,1,4,Lauren Morrison,76101,1659994
Vote month.,600,3,1,Christy Davis DVM,318691,6264768
Level yeah.,146,3,3,Troy Thomas,363516,3571170
Enough economic.,744,5,1,Sergio Nelson,274475,6536221
Nice Congress.,287,5,6,Laura Rodgers,305583,4112677
Themselves everyone.,946,5,9,Marcus Tran,224265,4035227
Defense always.,681,5,10,Sherri Long,342742,4110710
We too.,20,2,7,Miss Shannon Weaver,104738,6968835
Maintain.,609,4,8,Amy Cortez,345726,3874648
Stage drug.,224,2,7,David Flores,80834,3902923
Technology.,568,2,8,Jillian Powell,277949,3641235
Million.,503,4,2,Jessica Reyes DDS,70609,1461707
Open.,82,3,3,William Roberts,355028,1522948
Nor star.,246,2,7,Amanda Schmidt,356458,3967727
Put.,799,2,5,Ronald Cruz,210742,2981296
Benefit outside.,329,2,10,Harry Wright,228753,1952118
Begin.,214,3,5,Dana Alvarez,92890,2191029
Black.,371,4,6,Zachary Haas,228507,6027053
Contain build.,19,3,6,Daniel Haas,245017,6526041
Under individual.,738,4,9,Sheila Burgess,353249,1201755
Against.,352,3,3,Brian Brock,383824,2671007
Kid media.,289,2,4,Patricia Gilbert,168533,1718378
Away our.,366,3,7,Mark Hernandez,80536,4710470
Success with.,531,1,9,Tamara Kaiser,319293,6275158
Everybody.,703,4,5,Jason Palmer,347098,6822660
Tv skill.,950,5,9,Ryan Shields,332253,3512495
Window already.,257,3,2,Seth Petersen,380441,4027677
Fall.,151,4,10,Natasha Potts,85366,4582512
See hour.,89,5,6,Mrs. Latasha Frank DDS,332037,5159177
Concern.,68,5,9,Kathleen Taylor,184118,1271325
Always.,909,3,4,Brenda Harvey,62375,1532301
Could two.,60,4,10,Paul Lyons,181541,4778317
Necessary how.,883,2,7,Kathleen Jones,390423,3439535
Environment.,953,2,6,Jessica Castaneda,67742,3216857
Nothing quickly.,73,1,7,Andrea Bryant,108435,1740860
Owner story.,639,4,10,Duane Jones,216840,6914318
Nation.,942,1,2,Mary Kelly,245622,1143872
Reveal window.,946,1,3,David Rivera,129103,3877066
Nice indicate.,430,5,9,Scott Murray,81077,5252196
Lead.,281,2,5,Robert Jennings,178726,6697917
Lead receive.,980,4,7,Lisa Barr,375014,3514417
Radio leave.,702,2,4,Valerie Bridges,323518,4536471
Avoid piece.,188,4,3,Patrick Watkins,147394,2570710
Option.,555,2,1,Nicholas Robinson,296596,3046754
Third before.,594,4,7,Carol Goodman,235558,6555282
Style attention.,309,4,7,Kevin Vasquez,321207,4176698
Between world.,183,3,7,Crystal Crawford,171358,2468819
Race court.,754,3,3,Jeffrey Peters,332113,1634765
Writer.,5,1,2,Kelly Thomas,186454,6595632
While west.,227,3,7,Veronica Nelson,346669,3293570
Wish.,125,1,3,Ryan Reed,307200,2345038
Issue friend.,994,1,7,Zachary Baker,232488,3384635
Mr break.,225,3,1,William Baker,318627,6610455
Final involve.,683,5,4,David Sims,233180,3088096
Along.,806,5,6,John Burnett,175396,5340003
Well.,734,4,8,Ashlee Marshall,179806,6022390
Always.,643,2,7,Teresa Torres,120085,6788134
Majority.,383,1,10,Cody Haley,219821,4122492
Especially personal.,814,3,10,Karen Lopez,256633,1146647
Result operation.,133,2,3,Gina Reed,326150,6307234
Memory thus.,657,3,10,Sara Garza,200340,5980818
Situation science.,633,1,6,Crystal Hall,322934,3069160
Return response.,193,2,5,Paige Swanson,309206,4808932
Increase money.,922,4,8,Kimberly Jimenez,276061,6104248
History.,780,3,5,Jessica Hamilton,155440,3521748
Billion.,565,4,8,Diane Olson,183132,6914455
Rise.,989,1,8,Carol Wang MD,128637,2514024
Wear smile.,290,2,9,Dr. Jessica Hall,229734,4785838
Could learn.,146,2,1,Kristin Miller,194039,4164698
Morning tough.,248,4,4,Anthony Cannon,245655,4989796
Spring.,40,1,5,Heather Duffy,368849,5630125
Sort without.,741,3,9,Alison Cobb,136249,5225200
Necessary.,773,4,7,Wendy Santos,209796,6665619
When.,704,2,9,Jasmine Walsh,338020,6751045
Measure.,542,2,7,Melissa Colon,388912,3017217
Open.,139,2,2,Valerie Cobb,327470,6344201
Upon key.,984,4,2,Michelle Hale,205343,1021586
State industry.,259,5,7,Emily Clark,160871,3102997
Both instead.,352,3,3,Jose Jones,259585,1571944
When anything.,287,2,3,Sean Bryant,302242,3244410
Throughout western.,677,4,7,Barbara Molina,255905,5725637
Contain seek.,270,5,6,Nicholas Bryant,164808,4701290
Character including.,237,2,7,Christopher Burnett,117320,4304077
Smile prevent.,443,1,10,Brett Bell,209274,4612029
Big room.,44,5,5,Ronald Moore,308260,5393220
Night although.,394,2,5,Jason Garza,337828,6074577
Community use.,310,2,1,David Barnes,217114,5479668
Lose.,537,1,1,Jonathan Brown,177583,2158939
Which.,639,5,10,Shannon Green,306910,1053833
Product.,799,4,9,Steven Cardenas,312098,2822530
Meet final.,623,2,2,Matthew Tran,200687,3938663
Director model.,449,2,2,Brian Ochoa,131167,2731356
Officer.,977,5,8,Carol Adkins,305714,6140879
Option little.,132,5,1,Michelle Clark,102652,2372235
Production.,418,2,8,Alexis Scott,398629,6681294
Yard.,13,1,6,Richard Yates,328630,6380635
Produce.,225,5,9,Michael Davis,309708,1098378
Surface health.,835,3,9,Monique Moss,103251,4355370
Foot.,277,1,8,John Taylor,357057,4607912
Reduce.,491,4,8,Angela Nielsen,293370,6233964
Cell tend.,416,5,9,Lawrence Cruz,379685,6320202
Common.,699,3,2,Jamie Stewart,238669,2958644
Help.,208,2,9,Kimberly Santana,219224,4128815
Some per.,692,3,5,Timothy Leonard,384828,3605799
Poor.,455,2,10,Jacob Cooper,370985,2820847
Federal.,258,5,4,Heather Sloan,146501,5573296
Chair true.,709,3,10,Susan Fox,301156,3803667
Beat listen.,453,2,8,Mary Monroe,100947,3633484
Me.,397,5,2,Karen Deleon,73754,6543760
Best.,703,3,10,Brad Maynard,190719,1271055
Something office.,461,4,6,Misty Nelson,344532,1679790
Debate.,230,5,5,Benjamin Smith,77843,2015091
Police.,68,1,4,Amber Valenzuela,141872,2550776
Care according.,643,5,2,David Mitchell,268077,1513612
Fill.,560,3,2,Brandi Roman,175472,1661046
Court American.,959,2,8,Briana Crawford,297618,5818411
Travel.,19,2,8,Manuel Pratt,216971,1219451
Sometimes.,66,3,9,Seth Allen,154335,5023645
Start.,968,1,10,Kelly Hoffman,361365,2067476
Glass appear.,158,3,6,Heather Jones,133624,1012131
Seek.,919,1,3,Tracy Perez,310497,4769522
Dark activity.,840,3,6,Sarah Smith,391135,4026678
Reveal.,844,2,8,Sheryl Johnson,109754,1318416
Woman occur.,109,2,9,Jeremy Oneill,313767,5226204
Fill.,959,4,1,Margaret White,161907,5280460
Apply region.,563,3,3,Brittany Garcia,315330,2014808
Note.,157,2,10,Michael Davies,396982,6949130
Themselves.,379,3,2,Zachary Harper,189438,4656701
Step control.,194,5,8,Patricia Grant,133379,1134757
Reveal.,5,1,9,Wendy Smith,399656,4777964
Which woman.,593,2,1,Richard Bartlett,201353,1478625
Only member.,142,1,4,Antonio Lewis,277712,6902293
Into.,116,1,7,Cody Harris,266899,6137474
Add capital.,305,1,3,Kathleen Baldwin,320107,1478285
Surface.,122,4,3,David Padilla,66812,2948897
Use.,610,1,8,James Nunez,256402,5341358
Contain.,904,5,6,Michael Smith,343617,4011729
Space evening.,304,2,1,David Steele,168505,2524550
Speak financial.,578,2,5,Nathan Garcia,84412,4906635
Fine outside.,198,1,4,Jessica Price,65417,2744071
Create very.,63,2,5,Erin Tate,165300,3705349
Bring institution.,185,1,8,Jennifer Harris,155583,5167393
Shoulder.,488,5,8,Nicole Moore,217043,2496656
Whole what.,26,3,9,Angela Garner,215893,4058429
Protect.,620,3,6,Henry Young,268746,1267835
While turn.,594,2,2,Pamela Jones,251706,5573777
Character once.,123,5,2,Annette Harris,307065,5089661
Smile.,246,5,8,Madeline Clark,124602,6408785
Will.,98,3,7,Brian Buchanan,134006,1471341
Very.,932,2,5,Lauren Hayes,137702,1568573
Hospital Congress.,673,3,6,Mrs. Anita Ponce,371337,6848653
Left.,539,4,10,Ian Dixon,338131,1750757
Do Democrat.,499,1,2,Eric Walsh,286033,3516719
